flightno,from,to,departure,arrival,airline_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
IV5770,4201,7360,08:52:00,15:42:00,50,1,0,1,1,0,0,0
IV5802,11861,10088,05:15:00,08:08:00,50,0,0,1,1,1,1,1
IV5905,861,8589,16:29:00,23:16:00,50,1,0,1,1,0,1,1
IV5965,6227,1347,20:22:00,17:02:00,50,1,0,1,1,0,0,0
IV6138,5129,4960,02:20:00,13:41:00,50,1,1,1,0,0,1,0
IV6148,9481,6722,17:40:00,19:21:00,50,1,0,1,1,1,0,1
IV6266,5967,8230,01:14:00,20:49:00,50,1,1,0,1,0,1,1
IV6380,9145,8915,08:06:00,22:49:00,50,0,0,1,1,1,0,0
IV6394,552,3862,12:43:00,13:12:00,50,0,0,1,1,0,0,1
IV6685,5866,1899,07:30:00,21:48:00,50,1,0,0,0,1,1,0
IV6737,7791,7887,05:07:00,05:37:00,50,1,1,1,1,1,0,0
IV6747,3968,11401,22:21:00,12:59:00,50,1,1,0,0,1,0,1
IV6981,887,11390,02:14:00,05:29:00,50,1,1,0,1,0,1,1
IV7068,8742,2321,00:21:00,13:08:00,50,1,1,0,0,1,1,0
IV7414,8035,10858,12:20:00,13:54:00,50,1,0,1,0,0,1,0
IV7529,5355,7093,17:08:00,05:26:00,50,0,0,0,1,0,0,1
IV7774,3639,8901,18:20:00,15:13:00,50,1,1,0,0,1,1,1
IV7900,11676,11118,05:34:00,07:10:00,50,0,0,0,0,0,1,0
IV7982,9566,11575,14:22:00,08:32:00,50,1,1,0,1,1,1,0
IV8064,11689,6533,14:43:00,18:28:00,50,0,0,0,0,0,1,1
IV8129,989,6413,04:17:00,15:35:00,50,1,0,0,0,0,0,0
IV8168,5343,8634,02:14:00,11:25:00,50,0,1,1,0,0,0,0
IV8300,10884,3411,04:16:00,05:20:00,50,1,1,0,1,0,0,0
IV8388,1215,9565,17:25:00,12:36:00,50,0,1,0,1,1,0,1
IV8451,6462,11861,03:47:00,12:40:00,50,1,1,0,1,0,0,0
IV8626,9261,2965,16:27:00,22:32:00,50,1,0,1,0,0,1,1
IV8732,744,9216,19:11:00,09:49:00,50,1,0,0,1,0,0,1
IV8841,1626,4252,05:59:00,19:21:00,50,0,1,1,0,0,1,0
IV9005,6036,2142,06:24:00,19:47:00,50,1,0,0,1,0,1,0
IV9139,11425,11893,16:50:00,19:41:00,50,1,1,0,1,0,0,1
IV9325,7989,12775,22:35:00,14:06:00,50,0,0,0,0,1,1,0
IV9402,4881,1020,01:20:00,10:16:00,50,1,0,0,0,0,1,1
IV9481,721,7849,11:50:00,20:34:00,50,0,1,1,1,1,1,0
IV9758,4047,9091,03:13:00,08:27:00,50,1,1,1,0,1,1,0
JA1076,2597,4528,14:28:00,01:49:00,51,1,0,1,1,1,1,1
JA1102,12319,11623,05:34:00,14:23:00,51,1,1,0,0,1,0,0
JA1250,2826,1212,19:57:00,06:43:00,51,0,1,0,1,0,0,0
JA1292,11869,3801,18:39:00,08:34:00,51,1,0,1,0,1,0,0
JA1293,8534,11776,19:40:00,03:47:00,51,0,1,1,0,0,0,1
JA1317,5215,2694,09:24:00,13:33:00,51,0,1,0,1,0,1,1
JA1432,4243,6239,01:50:00,07:10:00,51,0,1,1,1,0,1,0
JA1471,12302,4543,13:33:00,16:20:00,51,1,1,0,0,0,1,0
JA1493,10737,11580,14:35:00,23:57:00,51,1,0,1,0,0,1,1
JA1699,12983,10199,03:49:00,13:19:00,51,0,0,1,1,1,0,1
JA1735,9033,4847,20:15:00,07:49:00,51,0,1,1,0,0,1,0
JA1786,10081,3985,14:03:00,15:06:00,51,0,0,1,0,0,1,1
JA1794,4641,9321,01:33:00,14:58:00,51,0,0,1,1,0,1,1
JA2073,7863,3086,16:31:00,20:23:00,51,0,0,1,1,0,0,0
JA2167,12239,12303,23:32:00,03:01:00,51,0,0,1,1,0,0,0
JA2241,6978,6814,11:01:00,20:46:00,51,0,1,1,0,1,0,0
JA2267,3760,10943,18:13:00,22:13:00,51,1,1,1,1,0,1,0
JA2611,3946,7369,09:48:00,01:59:00,51,1,1,1,1,0,0,0
JA2834,6704,12484,13:39:00,05:45:00,51,0,1,0,1,1,0,0
JA2839,3875,12911,14:06:00,02:46:00,51,1,1,0,0,0,0,0
JA3345,6232,10228,14:14:00,23:30:00,51,1,0,1,0,0,0,0
JA3386,6733,4009,12:05:00,02:54:00,51,0,0,1,1,1,1,1
JA3500,282,6144,05:10:00,08:39:00,51,0,0,1,0,0,0,1
JA3606,11392,2679,01:26:00,18:59:00,51,1,1,1,0,1,0,1
JA3682,5301,2024,20:43:00,16:17:00,51,1,1,1,0,0,0,0
JA3985,12469,7068,13:23:00,02:43:00,51,1,0,1,0,0,1,0
JA4032,9475,9302,17:44:00,10:15:00,51,0,1,0,0,0,0,1
JA4062,6932,10646,15:32:00,04:48:00,51,1,1,0,0,0,0,1
JA4117,6953,1680,10:35:00,15:36:00,51,1,0,0,0,0,1,0
JA4415,7477,7992,09:01:00,10:36:00,51,0,0,1,0,0,0,1
JA4602,2313,528,17:21:00,08:51:00,51,1,0,0,1,0,0,0
JA4717,10242,10628,10:32:00,21:39:00,51,0,1,1,0,1,0,1
JA4719,3211,11732,19:25:00,14:59:00,51,0,0,1,1,1,0,1
JA4772,6821,2834,14:34:00,07:57:00,51,1,1,1,0,1,1,0
JA4785,8631,12458,04:38:00,11:33:00,51,0,1,0,0,0,0,0
JA5013,6392,12880,01:25:00,19:21:00,51,0,0,0,0,1,1,1
JA5204,3171,4173,16:11:00,07:38:00,51,0,0,1,0,0,1,0
JA5269,1208,9056,20:18:00,01:21:00,51,0,1,0,1,1,0,0
JA5302,6467,7832,09:24:00,19:07:00,51,1,0,0,1,0,0,0
JA5379,8086,191,02:21:00,21:01:00,51,1,1,1,1,0,0,1
JA5501,9088,7359,16:25:00,09:50:00,51,0,0,0,1,0,0,1
JA5617,11556,808,01:50:00,06:46:00,51,0,0,0,1,0,0,0
JA5741,11804,1860,05:34:00,22:52:00,51,1,1,0,0,1,1,0
JA5899,5638,9894,18:06:00,13:16:00,51,1,0,1,1,0,0,0
JA6164,5190,1154,05:25:00,18:08:00,51,1,0,0,1,0,0,1
JA6242,2383,13188,02:09:00,19:32:00,51,0,1,1,1,0,1,0
JA6456,2721,10029,17:30:00,03:39:00,51,0,0,0,1,1,0,0
JA6556,9954,4098,12:00:00,06:26:00,51,0,1,0,0,1,0,0
JA6685,8035,7109,02:10:00,12:23:00,51,0,1,1,1,1,1,0
JA6810,7565,13145,12:48:00,06:04:00,51,1,1,1,1,1,1,0
JA6920,7176,4407,17:31:00,13:06:00,51,1,1,0,0,1,0,1
JA7050,1521,12477,20:36:00,16:38:00,51,0,1,1,0,1,0,0
JA7133,5594,5722,22:43:00,14:49:00,51,0,1,1,0,1,0,0
JA7198,5520,796,14:50:00,01:25:00,51,0,1,0,1,0,0,1
JA7213,1557,12660,03:30:00,06:50:00,51,1,0,1,0,1,1,0
JA7228,7704,11280,01:57:00,06:16:00,51,1,0,0,0,0,1,1
JA7455,4761,5425,19:37:00,02:31:00,51,1,0,0,1,0,1,0
JA7820,9480,10464,16:29:00,04:05:00,51,1,0,0,1,1,0,0
JA7939,4656,164,12:12:00,12:36:00,51,1,1,1,0,1,0,1
JA7959,9224,1811,15:15:00,04:49:00,51,0,1,1,1,1,0,1
JA8111,11380,3754,16:37:00,04:07:00,51,0,1,0,0,0,0,1
JA8179,11592,3220,09:07:00,14:43:00,51,1,0,1,0,0,1,0
JA8233,9426,9676,06:55:00,19:03:00,51,0,1,0,0,1,1,1
JA8433,3088,10086,05:56:00,06:43:00,51,0,1,0,1,1,1,0
JA8450,7188,12107,15:07:00,07:23:00,51,0,1,1,1,1,0,0
JA8521,1876,4111,16:39:00,09:27:00,51,0,1,0,0,0,1,1
JA8606,3076,8827,20:03:00,04:55:00,51,1,0,0,0,1,1,0
JA8621,9778,8200,13:18:00,16:05:00,51,1,0,1,0,0,0,0
JA8786,1935,77,18:45:00,01:58:00,51,0,0,0,0,1,1,1
JA8898,10930,12208,20:10:00,20:41:00,51,0,0,0,0,1,1,0
JA8932,5049,12289,19:03:00,20:55:00,51,1,1,0,1,1,1,1
JA9006,2181,9391,12:16:00,04:34:00,51,1,1,1,0,1,0,0
JA9046,2768,874,23:25:00,14:51:00,51,0,0,1,0,1,1,1
JA9087,9575,9861,03:37:00,15:05:00,51,1,0,0,0,1,1,1
JA9522,463,9826,03:09:00,13:29:00,51,1,0,1,1,0,0,1
JA9717,2583,2227,02:27:00,23:09:00,51,0,0,1,0,0,0,1
JA9823,11389,10077,20:36:00,07:13:00,51,0,1,0,0,0,1,1
JA9837,8099,1407,08:56:00,17:05:00,51,0,1,1,0,1,0,0
JA9907,11420,3858,19:32:00,21:49:00,51,1,1,0,1,1,0,0
JA9972,1704,4811,01:55:00,18:59:00,51,0,0,0,1,0,1,0
JE1026,12725,11793,05:16:00,21:16:00,52,0,0,0,0,1,0,0
JE1144,12848,1067,01:50:00,16:50:00,52,1,0,1,0,0,0,0
JE1214,7201,9828,14:01:00,08:48:00,52,0,1,0,0,1,0,0
JE1246,10010,5743,20:24:00,16:13:00,52,1,1,0,0,0,1,0
JE1318,3442,10619,01:11:00,15:00:00,52,0,0,0,1,0,1,0
JE1356,4443,9098,02:12:00,08:00:00,52,1,1,1,1,0,0,1
JE1394,10052,7352,05:46:00,16:15:00,52,0,0,1,1,1,1,0
JE1407,12868,9201,03:39:00,16:08:00,52,0,0,1,1,0,0,0
JE1468,9895,13070,05:00:00,16:14:00,52,1,1,0,0,0,1,1
JE1488,10311,338,16:07:00,18:23:00,52,1,1,1,1,1,1,1
JE1501,11181,107,07:13:00,19:02:00,52,0,1,1,1,0,1,0
JE1544,6556,5855,12:00:00,06:18:00,52,1,0,1,1,1,0,1
JE1589,548,11836,07:25:00,21:12:00,52,0,1,1,0,0,0,0
JE1595,126,4766,20:26:00,23:09:00,52,1,1,0,1,1,1,1
JE1659,7429,3012,00:49:00,12:17:00,52,0,0,0,0,1,1,0
JE1667,492,6449,21:38:00,10:02:00,52,1,1,1,0,1,0,1
JE1672,5918,3354,05:01:00,23:09:00,52,0,1,1,1,0,1,1
JE1676,2517,12742,11:59:00,14:07:00,52,1,0,0,0,0,1,0
JE1737,1061,7395,04:31:00,01:08:00,52,0,0,1,1,0,1,1
JE1858,7673,5367,16:27:00,19:55:00,52,0,0,0,0,1,0,1
JE1890,11155,6499,23:12:00,03:04:00,52,0,1,1,0,1,0,0
JE1952,8256,13270,16:57:00,04:22:00,52,1,1,0,0,0,0,0
JE2026,288,4120,12:19:00,17:32:00,52,1,0,0,1,0,0,1
JE2095,94,9356,01:53:00,06:40:00,52,0,1,1,1,0,1,0
JE2131,6126,1018,05:59:00,20:08:00,52,1,0,1,0,0,1,0
JE2707,3663,11548,16:00:00,10:51:00,52,0,0,1,1,0,1,0
JE2719,5245,6937,18:28:00,10:40:00,52,1,0,0,1,1,0,0
JE2942,11960,11209,20:30:00,11:08:00,52,0,0,0,1,1,0,0
JE2965,5555,1574,00:12:00,13:50:00,52,1,1,1,1,0,1,1
JE3324,12106,8629,14:04:00,19:23:00,52,1,0,0,1,0,0,0
JE3494,11435,1320,07:20:00,16:46:00,52,1,0,1,1,0,1,1
JE3602,4641,5969,12:55:00,04:54:00,52,1,1,0,0,0,1,1
JE3753,2684,11869,05:51:00,12:20:00,52,1,1,0,1,0,1,1
JE4195,6104,2811,06:29:00,09:49:00,52,1,1,0,1,1,0,1
JE4225,705,5297,13:33:00,11:21:00,52,1,1,1,1,1,1,1
JE4238,5792,6614,00:54:00,06:12:00,52,0,0,1,1,0,0,0
JE4696,12585,10738,11:30:00,13:48:00,52,1,0,1,0,0,1,1
JE4701,11045,536,15:38:00,01:48:00,52,1,1,0,0,0,0,0
JE4788,10820,3948,09:27:00,19:52:00,52,0,0,1,0,0,0,0
JE5087,7235,12927,23:18:00,05:40:00,52,0,0,0,1,1,1,1
JE5131,12224,11025,10:11:00,04:25:00,52,1,0,0,0,0,1,0
JE5169,6470,12338,02:16:00,16:58:00,52,1,1,1,1,1,0,0
JE5210,2573,9335,12:13:00,23:07:00,52,1,1,0,1,0,0,1
JE5246,3507,668,00:58:00,15:37:00,52,1,0,0,1,0,1,0
JE5364,6521,12782,14:38:00,06:58:00,52,0,1,1,0,1,1,0
JE5384,13184,9109,22:03:00,12:45:00,52,1,1,1,0,0,1,0
JE5614,8875,2940,11:56:00,12:48:00,52,1,1,1,1,1,1,0
JE5693,6026,3727,12:02:00,20:24:00,52,0,1,0,0,0,1,1
JE6134,4797,122,05:22:00,23:41:00,52,1,1,0,1,1,1,0
JE6163,3886,3599,04:09:00,20:20:00,52,0,0,1,1,0,0,0
JE6366,10520,2788,00:11:00,15:23:00,52,0,0,1,1,1,0,0
JE6417,12983,11230,05:23:00,16:04:00,52,0,1,1,0,1,1,0
JE6460,7554,7149,16:09:00,07:14:00,52,0,1,1,0,0,0,0
JE6727,7416,12702,03:31:00,16:41:00,52,1,1,0,1,0,0,1
JE6870,5965,7212,10:46:00,22:44:00,52,0,1,0,0,0,1,1
JE6904,6623,1596,02:17:00,15:21:00,52,1,1,0,0,0,0,1
JE7008,4853,7197,17:35:00,01:39:00,52,1,0,0,0,0,0,1
JE7018,13356,2985,17:25:00,02:12:00,52,1,0,1,0,0,1,1
JE7515,4099,6163,14:38:00,19:48:00,52,1,1,0,1,0,0,1
JE7704,218,12029,16:37:00,09:53:00,52,1,1,1,0,1,0,1
JE7779,7973,4504,13:11:00,02:36:00,52,0,0,1,1,0,1,0
JE7841,7554,10877,06:29:00,18:26:00,52,0,0,0,0,0,1,1
JE7850,6364,2875,15:18:00,08:36:00,52,1,1,1,0,1,0,0
JE7870,3668,11969,08:11:00,01:09:00,52,1,1,1,0,1,0,1
JE7970,5960,2885,09:40:00,14:59:00,52,1,0,1,1,1,0,1
JE8101,3151,11842,06:18:00,22:49:00,52,0,0,1,1,0,1,0
JE8179,5933,10720,09:26:00,21:54:00,52,1,0,1,1,1,0,0
JE8334,7140,3208,18:55:00,13:08:00,52,0,1,0,1,1,0,0
JE8589,1772,1998,05:34:00,18:47:00,52,0,1,1,0,1,0,1
JE8730,856,2935,05:14:00,05:35:00,52,0,1,1,0,1,1,1
JE9030,3133,5799,10:45:00,00:54:00,52,1,0,1,1,1,0,0
JE9058,3079,11999,12:27:00,00:39:00,52,0,1,1,0,0,1,0
JE9218,11438,3144,06:46:00,13:57:00,52,1,0,0,0,1,1,1
JE9319,900,12674,04:03:00,14:20:00,52,0,1,1,0,1,0,0
JE9494,9227,1653,02:26:00,19:17:00,52,0,1,0,1,0,0,1
JE9502,8489,1386,08:03:00,11:46:00,52,0,1,1,1,1,1,0
JE9578,5333,6781,20:02:00,00:59:00,52,1,1,0,1,0,1,1
JO1025,6226,12595,01:21:00,09:25:00,53,1,0,0,1,0,0,1
JO1028,5111,4842,00:18:00,11:57:00,53,1,0,0,0,1,0,1
JO1064,9661,13021,09:30:00,14:48:00,53,1,1,1,0,0,0,0
JO1077,4472,12096,06:33:00,11:15:00,53,1,0,0,1,1,0,1
JO1162,5936,5375,12:32:00,04:21:00,53,0,0,0,1,1,0,0
JO1194,8488,10651,17:58:00,12:07:00,53,1,0,1,0,0,0,1
JO1246,6827,9649,02:48:00,14:11:00,53,1,0,1,0,0,0,1
JO1286,12021,2363,04:20:00,06:22:00,53,0,1,1,0,0,1,1
JO1340,1929,496,04:40:00,17:24:00,53,1,0,1,0,0,1,0
JO1351,942,3408,04:39:00,13:21:00,53,0,0,0,0,1,0,0
JO1358,1373,6321,04:14:00,15:04:00,53,1,0,1,0,0,1,0
JO1369,13484,1117,17:02:00,21:23:00,53,0,0,0,1,0,0,1
JO1459,13184,9124,15:45:00,17:46:00,53,0,1,1,0,0,0,1
JO1460,10632,12392,20:38:00,06:14:00,53,1,0,1,1,0,1,1
JO1464,7257,5808,18:20:00,03:54:00,53,1,0,0,1,0,0,0
JO1517,10822,11783,06:35:00,10:58:00,53,0,0,0,0,0,1,1
JO1584,9416,106,11:21:00,14:43:00,53,1,1,1,0,1,0,1
JO1597,3294,4884,00:28:00,15:40:00,53,1,0,1,1,1,0,0
JO1674,12511,9592,13:18:00,18:43:00,53,1,1,0,0,1,0,1
JO1683,11954,3190,21:12:00,08:19:00,53,0,1,0,0,1,1,1
JO1751,8200,10679,12:04:00,22:19:00,53,1,1,1,1,0,0,1
JO1759,4598,9700,07:00:00,08:58:00,53,1,1,0,0,0,1,0
JO1776,11480,13468,11:25:00,13:23:00,53,0,0,1,1,0,1,0
JO1796,9951,11540,20:16:00,23:43:00,53,0,0,0,0,0,0,1
JO1831,2835,8736,06:00:00,23:44:00,53,0,0,1,1,0,0,1
JO1838,10464,802,22:25:00,05:38:00,53,1,0,1,1,1,1,0
JO1953,13289,1258,19:11:00,02:01:00,53,1,1,1,0,1,1,1
JO2209,5755,12159,16:05:00,04:26:00,53,1,0,0,1,1,0,0
JO2688,4324,10900,19:54:00,03:54:00,53,0,1,1,1,1,0,1
JO2832,23,9644,01:47:00,08:08:00,53,0,1,1,0,0,1,1
JO2892,13045,477,23:32:00,11:40:00,53,0,1,0,1,0,1,1
JO2925,4473,8482,10:06:00,02:39:00,53,1,0,1,0,0,1,1
JO2963,7867,5502,01:49:00,03:29:00,53,0,0,0,0,0,1,0
JO2983,615,7241,03:51:00,13:18:00,53,0,0,1,0,0,1,0
JO3027,7887,9766,07:31:00,14:57:00,53,0,0,1,0,0,1,1
JO3159,11106,5625,03:37:00,09:54:00,53,1,1,1,0,0,0,1
JO3265,4338,3951,20:42:00,15:46:00,53,0,1,0,1,1,0,0
JO3444,681,13409,05:06:00,12:02:00,53,1,0,0,0,0,1,0
JO3456,10264,11868,18:17:00,14:13:00,53,0,0,0,0,1,0,1
JO3541,1014,10286,12:37:00,18:11:00,53,0,0,0,0,0,1,0
JO3543,926,8312,03:38:00,06:20:00,53,1,1,0,1,1,0,1
JO3606,1651,5939,23:30:00,01:37:00,53,1,0,1,1,1,0,1
JO3664,8426,6213,22:02:00,07:08:00,53,1,0,1,1,0,1,1
JO3720,403,6428,02:50:00,05:50:00,53,0,1,1,1,1,0,0
JO3840,6677,8482,22:36:00,10:16:00,53,1,0,1,1,1,0,1
JO3862,12897,9482,03:11:00,18:49:00,53,1,1,0,1,1,0,0
JO3925,11561,7446,05:37:00,18:23:00,53,0,1,0,1,0,0,0
JO4067,9152,3541,19:00:00,05:29:00,53,0,1,1,1,0,0,1
JO4218,2057,5887,11:38:00,03:52:00,53,1,0,1,1,1,0,1
JO4508,3569,5254,14:53:00,03:02:00,53,0,0,1,0,0,0,1
JO4613,11523,3597,04:32:00,18:34:00,53,1,1,0,0,1,0,0
JO4697,1239,10752,05:36:00,09:27:00,53,0,0,0,1,0,0,0
JO4780,908,1612,01:59:00,06:29:00,53,1,0,0,0,1,1,0
JO4871,9634,12867,01:04:00,11:15:00,53,0,0,1,0,0,1,0
JO5060,2358,9299,04:39:00,15:04:00,53,0,1,0,0,1,0,0
JO5098,12810,10891,00:00:00,08:11:00,53,0,1,0,0,1,1,0
JO5248,2525,3398,19:16:00,23:33:00,53,1,0,0,0,0,1,0
JO5402,3142,13439,08:07:00,18:18:00,53,0,1,1,0,1,0,0
JO5430,3735,6926,12:18:00,07:58:00,53,1,1,1,1,0,1,1
JO5526,5445,4707,15:02:00,20:40:00,53,1,0,0,0,0,1,1
JO5583,3734,2448,06:08:00,08:23:00,53,1,0,1,1,0,0,1
JO5786,8671,7404,20:35:00,07:19:00,53,0,1,1,1,1,0,1
JO5837,13072,3728,23:13:00,12:53:00,53,1,0,0,0,1,0,1
JO5959,8404,5009,23:28:00,17:52:00,53,0,0,0,1,0,0,1
JO6107,7275,1185,23:28:00,15:14:00,53,0,0,0,0,1,1,0
JO6169,6183,8840,16:48:00,23:18:00,53,1,1,1,0,1,1,0
JO6311,5875,1616,15:52:00,19:44:00,53,0,1,1,1,1,0,0
JO6532,894,10995,17:02:00,17:46:00,53,0,0,1,1,0,0,1
JO6776,1353,13030,12:30:00,06:46:00,53,1,0,0,1,0,0,1
JO6878,5704,589,00:53:00,06:27:00,53,1,0,1,0,0,0,1
JO7110,11039,175,11:50:00,21:16:00,53,1,1,0,1,0,0,0
JO7202,10656,9745,01:52:00,10:54:00,53,0,0,1,0,0,0,0
JO7310,2965,6234,10:01:00,15:25:00,53,1,1,0,1,0,0,0
JO7494,9660,866,14:32:00,10:46:00,53,1,0,1,0,1,1,0
JO7786,11450,8796,13:35:00,17:42:00,53,1,0,0,1,1,1,1
JO8122,4395,2776,23:17:00,00:31:00,53,1,1,1,0,1,0,0
JO8330,7332,9851,04:32:00,08:57:00,53,0,0,0,1,1,1,0
JO8371,10445,11746,20:05:00,10:08:00,53,0,1,0,0,1,0,0
JO8437,7148,6540,20:09:00,11:04:00,53,1,1,0,0,1,0,1
JO8446,6380,5456,13:15:00,00:09:00,53,0,1,0,0,0,0,0
JO8449,6317,8936,03:23:00,22:54:00,53,0,1,1,0,0,1,1
JO8839,12769,2093,03:20:00,05:28:00,53,0,1,0,0,1,1,1
JO8905,12098,11064,03:10:00,10:15:00,53,1,1,0,1,0,0,0
JO9003,10414,819,09:04:00,14:05:00,53,1,0,0,1,1,1,0
JO9092,3826,1436,22:07:00,03:41:00,53,0,1,0,0,1,1,0
JO9177,13447,7015,16:03:00,00:57:00,53,0,0,0,0,1,0,0
JO9253,4280,9538,20:21:00,02:13:00,53,0,1,1,0,0,1,0
JO9381,5394,12776,07:11:00,04:59:00,53,0,0,1,0,0,0,1
JO9388,8420,6662,01:59:00,18:03:00,53,0,1,1,1,1,1,1
JO9503,7902,10916,00:20:00,12:05:00,53,0,0,1,1,1,0,0
JO9573,1572,2499,08:09:00,19:24:00,53,0,0,1,0,0,1,1
JO9619,3779,1855,21:51:00,12:23:00,53,0,0,0,1,1,1,0
JO9865,7174,4700,23:40:00,16:48:00,53,0,0,0,0,1,0,0
KA1013,11228,7704,03:06:00,07:05:00,54,1,0,1,1,0,1,0
KA1027,11622,12589,06:14:00,22:29:00,54,1,0,0,0,0,1,1
KA1073,12932,2976,10:48:00,13:50:00,54,0,1,1,0,0,1,0
KA1205,873,12784,00:31:00,16:27:00,54,1,0,0,1,1,1,1
KA1233,7884,4333,04:50:00,11:25:00,54,1,1,0,0,0,0,1
KA1290,1622,4375,11:00:00,21:34:00,54,0,0,0,0,1,0,0
KA1315,8787,9874,06:30:00,09:26:00,54,0,0,1,0,0,0,1
KA1329,11209,7269,11:23:00,08:55:00,54,0,1,0,1,0,0,1
KA1417,11835,4712,16:16:00,03:46:00,54,0,1,0,1,1,1,1
KA1509,3867,6333,16:13:00,04:33:00,54,1,1,1,0,1,0,0
KA1614,4003,12915,16:31:00,09:42:00,54,0,1,1,1,0,0,1
KA1711,793,11593,09:17:00,09:41:00,54,1,1,1,1,0,1,0
KA1755,3826,8986,20:08:00,22:22:00,54,0,0,1,1,1,1,1
KA1829,10038,238,03:24:00,19:32:00,54,1,1,0,0,0,0,1
KA1840,6738,5720,11:41:00,06:07:00,54,1,1,0,1,0,1,1
KA1859,9338,7626,02:00:00,13:35:00,54,0,1,1,0,1,1,1
KA1880,3060,12053,18:14:00,12:48:00,54,0,1,1,1,1,0,0
KA1970,3607,11814,12:14:00,17:12:00,54,0,1,1,0,1,1,1
KA2015,2577,1095,19:58:00,08:06:00,54,0,1,0,1,1,1,1
KA2169,8828,4760,00:24:00,11:55:00,54,1,1,1,1,1,0,0
KA2233,11759,6876,16:02:00,23:58:00,54,0,0,0,0,0,0,1
KA2234,46,10516,15:13:00,09:45:00,54,0,1,0,1,1,1,0
KA2254,12784,881,12:22:00,21:49:00,54,1,0,1,0,1,0,1
KA2525,9325,3770,10:25:00,04:08:00,54,0,0,1,1,1,1,1
KA2538,6975,1865,19:10:00,07:02:00,54,0,0,1,1,0,1,1
KA2688,3548,821,02:18:00,16:53:00,54,1,0,1,0,0,0,1
KA2727,3440,9328,17:58:00,04:46:00,54,0,0,0,1,0,0,1
KA3096,9552,3687,23:36:00,08:35:00,54,0,1,0,1,0,1,0
KA3209,9480,3268,18:28:00,07:17:00,54,1,0,1,1,0,1,1
KA3244,8021,8360,05:35:00,15:21:00,54,0,1,1,1,1,0,0
KA3271,8177,12216,05:44:00,16:56:00,54,1,0,0,0,1,0,1
KA3614,6046,6410,23:00:00,09:26:00,54,0,1,1,0,0,1,1
KA3617,4903,7485,14:28:00,02:43:00,54,1,1,1,0,1,0,1
KA3706,12310,10051,19:00:00,02:38:00,54,1,0,0,0,0,0,0
KA3789,7421,2906,12:24:00,15:20:00,54,1,1,0,0,0,1,0
KA3837,3647,3803,07:21:00,09:32:00,54,0,1,0,1,0,0,1
KA3871,12785,6956,06:24:00,13:57:00,54,1,1,1,1,0,1,0
KA3994,12996,13564,19:10:00,14:58:00,54,1,0,1,1,1,0,0
KA4019,11887,11025,14:01:00,17:52:00,54,0,1,0,1,1,1,0
KA4072,12794,3370,21:33:00,11:00:00,54,0,0,0,1,0,0,0
KA4088,204,11813,19:52:00,01:43:00,54,0,1,1,0,0,1,0
KA4100,1830,4147,18:37:00,23:57:00,54,0,1,0,0,0,1,0
KA4234,1167,3844,09:23:00,20:00:00,54,1,0,0,1,1,0,1
KA4307,12428,10037,01:00:00,11:04:00,54,1,1,1,1,1,0,0
KA4746,8935,2634,17:24:00,20:27:00,54,0,0,1,0,0,0,1
KA4837,12159,10612,22:21:00,06:54:00,54,0,0,0,0,0,0,1
KA4909,7727,4349,10:10:00,23:57:00,54,0,0,0,0,1,1,1
KA4923,8813,8324,00:08:00,07:59:00,54,1,0,1,0,1,0,1
KA4933,3796,1548,21:12:00,11:09:00,54,0,0,0,1,1,0,0
KA5246,8510,8101,06:57:00,15:07:00,54,0,0,0,1,0,0,1
KA5270,13152,4498,03:47:00,21:24:00,54,1,0,0,1,1,1,1
KA5277,3982,8917,13:36:00,14:39:00,54,1,0,1,1,1,1,0
KA5372,6303,8883,17:17:00,23:38:00,54,0,1,1,0,1,0,0
KA5557,7760,1265,04:09:00,08:45:00,54,1,1,0,0,1,0,1
KA5590,9207,253,22:12:00,16:10:00,54,0,0,0,0,1,0,1
KA5638,8746,2590,11:33:00,03:31:00,54,0,0,0,1,1,0,0
KA5715,3576,6582,23:15:00,15:19:00,54,0,1,1,1,0,0,0
KA5878,6905,4445,17:17:00,10:28:00,54,1,0,0,0,0,1,1
KA5955,12596,4779,08:15:00,22:15:00,54,1,0,1,1,1,1,0
KA6088,11069,1073,10:01:00,22:13:00,54,0,0,1,0,0,0,0
KA6318,11264,6691,18:19:00,03:44:00,54,1,0,1,1,0,0,1
KA6425,12035,12950,12:19:00,07:00:00,54,0,1,0,0,1,1,1
KA6520,2012,5902,20:43:00,17:13:00,54,0,0,0,1,1,1,0
KA6684,11239,8683,19:47:00,04:07:00,54,0,0,0,0,0,0,1
KA6817,6365,12724,01:28:00,08:53:00,54,0,1,0,1,1,0,0
KA7439,172,12642,15:48:00,02:30:00,54,0,1,0,1,1,0,1
KA7447,571,11539,05:28:00,07:08:00,54,0,1,0,0,0,0,0
KA7468,3675,2123,18:28:00,06:28:00,54,1,1,1,0,0,1,1
KA7594,9109,10640,07:06:00,11:37:00,54,1,0,0,1,0,1,0
KA7771,975,3565,18:35:00,09:59:00,54,0,0,1,1,0,0,1
KA7776,778,5105,01:53:00,05:22:00,54,0,1,0,1,0,1,1
KA7870,5575,13162,00:12:00,17:10:00,54,1,0,1,0,1,0,1
KA7949,4363,1587,08:24:00,11:22:00,54,0,0,0,1,1,0,1
KA8029,5364,6173,06:06:00,21:33:00,54,0,1,0,1,0,1,1
KA8274,3414,6221,17:27:00,19:25:00,54,0,0,1,1,1,1,1
